"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant_id","response","stimulus","category","correct_response","naive_theory","concept","is_consistent","correct","question_order"
"","1528","html-keyboard-response","149","2.0.0","686474","pcj39q70rex","fawn","Z","<div style=""font-size:30pt;"">All fractions are expressible as integers.</div>","Fractions","F","F","Conversion","true","false",""
"","4880","html-keyboard-response","150","2.0.0","691855","pcj39q70rex","fawn","Z","<div style=""font-size:30pt;"">2/3 plus 2/4 is 2/7.</div>","Fractions","F","T","Addition","false","false",""
"","4803","html-keyboard-response","151","2.0.0","697161","pcj39q70rex","fawn","M","<div style=""font-size:30pt;"">1/3 plus 1/3 is 1/3.</div>","Fractions","F","F","Addition","true","false",""
"","1370","html-keyboard-response","152","2.0.0","699033","pcj39q70rex","fawn","T","<div style=""font-size:30pt;"">Press T if you are paying attention. Do not press z or m.</div>","Fractions","T3","T3","AttentionCheck","true","false",""
"","2621","html-keyboard-response","153","2.0.0","702157","pcj39q70rex","fawn","M","<div style=""font-size:30pt;"">1/10 plus 1/10 is 1/5.</div>","Fractions","T","F","Addition","false","false",""
"","2398","html-keyboard-response","154","2.0.0","705057","pcj39q70rex","fawn","M","<div style=""font-size:30pt;"">4 divided by 1/2 is 8.</div>","Fractions","T","F","Division","false","false",""
"","3656","html-keyboard-response","155","2.0.0","709214","pcj39q70rex","fawn","Z","<div style=""font-size:30pt;"">12/13 is greater than 1/13.</div>","Fractions","T","T","Ordering","true","false",""
"","7573","html-keyboard-response","156","2.0.0","717290","pcj39q70rex","fawn","M","<div style=""font-size:30pt;"">1/17 is greater than 16/17.</div>","Fractions","F","F","Ordering","true","false",""
"","3119","html-keyboard-response","157","2.0.0","720910","pcj39q70rex","fawn"," ","
      <p>Thank you for completing this portion of the 
      experiment. We now have a few  questions for you.</p>
      <p>Press any key to proceed, and click submit once you are 
      done with the questions. Thanks! </p>
      ","","","","","","",""
"","9559","survey-multi-choice","158","null","730475","pcj39q70rex","fawn","{""grade"":""3rd Year"",""gender"":""Male""}","","","","","","","","[0,1]"
"","54617","survey","159","4.0.0","785145","pcj39q70rex","fawn","{""age"":20,""major"":""Cogs Sci Design & Interaction"",""experiment_topic"":""Seeing how much we know about certain facts"",""technical_difficulties"":""No""}","","","","","","","",""
